;car;passenger;bicycle;walk
0;0.9531084417034187;0.03353366835005193;0.013245676959736736;0.00011221298679317559
1;0.8680868356696754;0.12894028455389928;0.0015585985042486862;0.0014142812721766726
2;0.008147240245677563;0.9801806444466588;0.008118736363020018;0.0035533789446413164
3;0.008147240245677563;0.9801806444466588;0.008118736363020018;0.0035533789446413164
4;0.8024601020205403;0.19604170381428002;0.001049624714647184;0.0004485694505330518
5;0.6601186664929548;0.14574092163837346;0.011574465890929026;0.18256594597774367
6;0.8141578957506345;0.17876878863863896;0.0066175965976516034;0.00045571901307403246
7;0.9509914505065654;0.03313401305430235;0.01587071530817371;3.821130957750532e-06
8;0.9360922574650838;0.0606074593926593;0.0030736381290312983;0.00022664501322477095
9;0.008333387356843771;0.9823758353275633;0.008700825445912415;0.0005899518696809484
10;0.008333387356843771;0.9823758353275633;0.008700825445912415;0.0005899518696809484
11;0.9599924719681382;0.039787786973275494;0.00021974105858696576;4.46048638624034e-20
12;0.8792371206850716;0.11532557111775735;0.0027666680888528577;0.002670640108317981
13;0.9494209785376255;0.045578554712222906;0.0049977225891472505;2.744161004522794e-06
14;0.7603413044109723;0.2052155206686886;0.007244583434985896;0.027198591485352655
15;0.0019766507323666638;0.9713600405344678;0.005988796795655702;0.020674511937508844
16;0.0019766507323666638;0.9713600405344678;0.005988796795655702;0.020674511937508844
17;0.9587058814108714;0.03745145175409664;0.0038426668350223007;1.0190359988281255e-14
18;0.5257469409429963;0.08347316246610194;0.012576756009040962;0.37820314058186144
19;0.001968409788148608;0.569028874645035;0.014973116437744516;0.414029599129072
20;0.0010205055755972605;0.29362331470520014;0.012232405148878151;0.6931237745703249
21;0.7729019546121448;0.20691881153916883;0.018650646307414153;0.0015285875412715186
22;0.6622909280166158;0.10213352529350331;0.0076403019886094;0.22793524470127138
23;0.0020133084057913633;0.9813740097480681;0.01544843863436487;0.0011642432117734186
24;0.0020133084057913633;0.9813740097480681;0.01544843863436487;0.0011642432117734186
25;0.02080850373553418;0.006134197572603435;0.00046748520604720796;0.9725898134858145
26;0.9374737271071415;0.04659428247957736;0.015931956692317197;3.3720964206353826e-08
27;0.889721639035759;0.0335693419063699;0.06507222231963189;0.011636796738239356
28;0.9581133501147471;0.040859319303297455;0.0010273305813956709;5.566329224469425e-13
29;0.7230635720863143;0.2707006099879173;0.006235817925767328;6.214737351287169e-19
30;0.7230635720863143;0.2707006099879173;0.006235817925767328;6.214737351287169e-19
31;0.8093060496741925;0.1790603205107616;0.005945581381204415;0.005688048433840666
32;0.9448491126418856;0.03200542734927229;0.02264832144021849;0.000497138568623102
33;0.9534348429002506;0.03441448239175181;0.012150664541251287;1.0166746006024725e-08
34;0.7645160812107227;0.23343558728155267;0.0013634105297699434;0.0006849209779547866
35;0.7645160812107227;0.23343558728155267;0.0013634105297699434;0.0006849209779547866
36;0.9607105868955444;0.03903151594071469;0.0002578971637424475;2.1454434973995837e-16
37;0.734678543803518;0.06558985244693923;0.01570075724215792;0.18403084650738458
38;0.007436627876513572;0.7346582691740574;0.0244271055444746;0.23347799740495545
39;0.007436627876513572;0.7346582691740574;0.0244271055444746;0.23347799740495545
40;0.516014340982034;0.09651619949745253;0.006542681990503998;0.38092677753000864
41;0.7641381402405143;0.1885260264396851;0.006297442210693015;0.0410383911091079
42;0.8565759727939515;0.13322967069723857;0.010191825294850259;2.531213960749369e-06
43;0.9572150537165245;0.04072747486205738;0.0020574714198077298;1.609764740048994e-12
44;0.9572150537165245;0.04072747486205738;0.0020574714198077298;1.609764740048994e-12
45;0.8962331238901945;0.0751372740379166;0.02592876473708039;0.0027008373348094655
46;0.8538242437774902;0.13690842703953318;0.007044866559933726;0.0022224626230418834
47;0.023246425729135108;0.9713999764178305;0.0023922281766982833;0.0029613696763353685
48;0.7618624765857498;0.23460408201868438;0.0031286844399623388;0.00040475695560368823
49;0.9189319761910619;0.03557631251978051;0.04536078545230542;0.00013092583685326322
50;0.9571373493940691;0.03975145787159578;0.003111192617390584;1.1694375339603379e-10
51;0.0027593837308240205;0.010321699692355635;0.0084240903440359;0.9784948262327848
52;0.9361908406545386;0.039078698486054886;0.024730460445968962;4.134378053137049e-10
53;0.3541032800427833;0.035202517312823554;0.023241664860101614;0.5874525377842909
54;0.7987028600334001;0.16927375192409266;0.013486180436674634;0.018537207605832003
55;0.7678654232922387;0.22680342229068515;0.003544626641547494;0.001786527775529251
56;0.9578836875652597;0.04201169554484644;0.00010461688989368907;4.136025847773689e-22
57;0.8983831848688562;0.08283332655153859;0.01643058050592297;0.002352908073681935
58;0.007893884946562933;0.955583540301682;0.03141030360387505;0.005112271147881973
59;0.007893884946562933;0.955583540301682;0.03141030360387505;0.005112271147881973
60;0.007893884946562933;0.955583540301682;0.03141030360387505;0.005112271147881973
61;0.8313692770054684;0.08860002331948386;0.012981563632973545;0.06704913604207503
62;0.7964370413013907;0.08458320466919424;0.011892445410102023;0.10708730861931251
63;0.004194114989465299;0.8110015685570999;0.019914291239403456;0.16489002521403132
64;0.004194114989465299;0.8110015685570999;0.019914291239403456;0.16489002521403132
65;0.8726876692383749;0.08005341742245245;0.03566645226914293;0.011592461070029508
66;0.9582679040526798;0.0415908015071519;0.0001412944401652387;2.9881336726325663e-21
67;0.007484341758749171;0.9013823033166144;0.06654949008124747;0.024583864843388203
68;0.0383648417478985;0.9171379211705705;0.019555846016595043;0.024941391064936497
69;0.8389319790053121;0.16106721724773543;8.037469503386255e-07;1.2941550425396291e-23
70;0.7811113956134751;0.21295244805042626;0.005285990466782154;0.0006501658693170351
71;0.6891513064737627;0.30076884846061797;0.003214536562942401;0.006865308502677613
72;0.013855632842825497;0.9844104892199451;0.0011694506333628939;0.0005644273038663949
73;0.5846737490859303;0.21936981712336953;0.06395015416878214;0.13200627962191855
74;0.6403700938383282;0.24030950888294075;0.11048194226488176;0.008838455013850029
75;0.0027350253355473515;0.9573785289439103;0.019622364092810353;0.020264081627731814
76;0.013914054665194306;0.9747038261351471;0.0020216375620663554;0.009360481637592274
77;0.013819974842962893;0.9602302975778373;0.005683937643381289;0.020265789935818315
78;0.9816440389368407;0.013815824586111103;0.004505958048537076;3.417842850865102e-05
79;0.7760929947180951;0.006323792577530864;0.025643904128351377;0.19193930857602345
80;0.32494483796297197;0.04430833332700118;0.014087070989734822;0.6166597577202911
81;0.716146135974788;0.038787870398497154;0.02820143853646038;0.2168645550902548
82;0.004983056258524411;0.4914040696637152;0.06239793308834292;0.44121494098941766
83;0.7131982297636176;0.28526615691486246;0.0008965025450049541;0.0006391107765150039
84;0.6603520077275128;0.33844947351761645;0.00119826729545759;2.5145941262229556e-07
85;0.7968511018276392;0.20247251015971862;0.0006763804347307864;7.577911520305856e-09
86;0.35199436744765583;0.09215083661384266;0.014251445667230822;0.5416033502712716
87;0.010770613662835661;0.9890627281571027;0.00016665225257013258;5.927492460973189e-09
88;0.9499326655030412;0.032251525700478664;0.017549046143985163;0.0002667626524951567
89;0.9244315657291335;0.031018666613205532;0.04049827250800204;0.004051495149658117
90;0.001257855108521737;0.3017597447546113;0.014934294192507807;0.6820481059443597
91;0.14779865729011368;0.019449840535311284;0.011967746493011838;0.820783755681563
92;0.7605586284267829;0.222737378301345;0.0025948107952197172;0.01410918247665186
93;0.10235733546005421;0.018680083959051134;0.005658078206066166;0.8733045023748288
94;0.0007846683800794867;0.18800975528288666;0.009436830945726284;0.8017687453913077
95;0.0007846683800794867;0.18800975528288666;0.009436830945726284;0.8017687453913077
96;0.7814067718988406;0.20866724749489823;0.008839637623123519;0.0010863429831380826
97;0.7829996872129472;0.21669138384900358;0.00030892893804962884;2.3590512409414485e-17
98;0.7520694509130874;0.2400028064038507;0.005572437434244387;0.0023553052488168584
99;0.7190598122859676;0.28024027212168606;0.0006958996273811016;4.015964965510749e-06
100;0.8453194633657876;0.1476911581342651;0.0069722084757216345;1.7170024225421135e-05
101;0.9401427103816008;0.053273205158770154;0.006584084459571969;5.686972205265017e-14
102;0.942865224788578;0.032619881360462226;0.021784104874886762;0.002730788976071958
103;0.00030452574331376177;0.0752275813510837;0.004422314539568709;0.9200455783660334
104;0.0041158506055076986;0.48828725905564513;0.29992230676335263;0.20767458357549423
105;0.9365269164139514;0.05190774928991106;0.011565169119549057;1.6517658993021417e-07
106;0.9193563174354255;0.04925855165495249;0.031283544053709415;0.00010158685591477169
107;0.9369039624641123;0.029665713735811755;0.003553962351081315;0.029876361448995057
108;0.9634290737490608;0.03564293851125836;0.0009279877246926154;1.4988920355183153e-11
109;0.936023289741984;0.06066719261632749;0.0031156125475040562;0.00019390509418489913
110;0.06787715745449706;0.012372930980118236;0.0037983375965880955;0.9159515739687959
111;0.008324439030757271;0.9823605102887494;0.008810824909712573;0.0005042257707790988
112;0.9421319981864615;0.05222455879359567;0.005643363924493458;7.909544838934091e-08
113;0.9119219124839782;0.04358059576950544;0.0062654451301803575;0.038232046616335974
114;0.9300438353991048;0.06905697941013955;0.0008991838008033978;1.3899538158956936e-09
115;0.9507380357435633;0.03214056415517111;0.016618877760465518;0.000502522340799529
116;0.8944160049020493;0.09539740218413488;0.009530257124232323;0.0006563357895839697
117;0.6647597580464946;0.07800540083665138;0.05086374660226624;0.20637109451458654
118;0.6647597580464946;0.07800540083665138;0.05086374660226624;0.20637109451458654
119;0.10733577228422718;0.030633229886872632;0.014933824603434074;0.8470971732254667
120;0.7479311619373106;0.18507098482565557;0.013218111364705474;0.05377974187232861
121;0.9610237363046921;0.03414185191948008;0.004834360296148099;5.147967908847893e-08
122;0.16723220214405543;0.030442569599628613;0.009490907852764076;0.7928343204035515
123;0.03434410501231228;0.8487057496250722;0.0013726383552160955;0.11557750700739873
124;0.8206974104253674;0.1261455794306755;0.0010309273998162824;0.05212608274414096
125;0.720797621666566;0.2791382011253316;6.417225034876339e-05;4.957754048307657e-09
126;0.7481003967300239;0.11397150006334164;0.021426739388764986;0.11650136381786928
127;0.10286431507145126;0.018232802880967163;0.023412608999364117;0.8554902730482162
128;0.0003947207410411355;0.024577298696906284;0.0030811751794734494;0.9719468053825787
129;0.938485299443427;0.05900477751856417;0.0020893429509593843;0.0004205800870516275
130;0.015702844884349303;0.12978773486811615;0.15034490425962274;0.7041645159879126
131;0.8566943892374692;0.04623989863329254;0.0969104336346341;0.00015527849460612265
132;0.3937049538756957;0.06036169121071364;0.008430151304458976;0.5375032036091324
133;0.008697104772067435;0.09244061048033922;0.03905191312716769;0.859810371620425
134;0.5889626554607835;0.07793616968906363;0.3046841352496356;0.028417039600517533
135;0.08607135764170976;0.00759878318114381;0.0020071509421358464;0.9043227082350099
136;0.008594320995636782;0.2917546845569536;0.007875070163649403;0.6917759242837604
137;0.061276342223502436;0.014902938340752408;0.01278032951274978;0.9110403899229951
138;0.9025293728915241;0.07206381139005441;0.023693547550449872;0.0017132681679712502
139;0.1450518807761794;0.018492656972449353;0.028411445890472432;0.8080440163608986
140;0.556311596645516;0.04181019044597668;0.07876293324250046;0.32311527966600706
141;0.0005196822036481096;0.12063198381998494;0.032367758209215995;0.8464805757671507
142;0.060257436861659124;0.01239314548301566;0.0062051319650974785;0.9211442856902281
143;0.06454168446187379;0.02151668807922303;0.0026053368441353825;0.9113362906147665
144;0.7798248215767861;0.029336510728626697;0.15137938979338594;0.03945927790120119
145;0.7835023859525444;0.029480059983584325;0.1485477653236919;0.038469788740178194
146;0.9194571123040871;0.06636660276519625;0.009316849346058358;0.004859435584659241
147;0.0012040982469053631;0.1292918267139201;0.024221271863246848;0.8452828031759281
148;0.6966890257122729;0.11807019861522498;0.1501478240314691;0.03509295164103283
149;0.0010512969648524668;0.03475442362788594;0.0034529371544182895;0.9607413422528436
150;0.16837642114817183;0.02345473834427373;0.021398546455271505;0.7867702940522824
151;0.8995382152626223;0.04705658501240119;0.0464297348140475;0.006975464910928451
152;0.8995382152626223;0.04705658501240119;0.0464297348140475;0.006975464910928451
153;0.9539624371113393;0.038086327352075754;0.007951069234879342;1.663017050839787e-07
154;0.005229805679200367;0.18790762409167144;0.004306012618116247;0.802556557611012
155;0.038986776902835495;0.008017937765681372;0.004017202253855999;0.9489780830776269
156;0.05860365204581808;0.01205230265933681;0.006038527464565323;0.9233055178302807
157;0.8269118076280167;0.1548507319153486;0.0057576258908639995;0.012479834565770922
158;0.5872615727603078;0.10979718525495782;0.004794068655528133;0.2981471733292056
159;0.015495428293459622;0.984262469331945;0.00024210110897749694;1.2656168255451127e-09
160;0.9281837696518436;0.0371968958097708;0.03461893832734699;3.962110391093979e-07
161;0.9526001379160002;0.03840284996373402;0.008996972358651741;3.9761615308833515e-08
162;0.02169001487878628;0.9669084346182965;0.0030199962534695705;0.00838155424944773
163;0.9331441596525922;0.045882622878757114;0.020931458461734543;4.1759006914722e-05
164;0.8318951742606067;0.1659428323166525;0.0021618844035259017;1.0901921397623576e-07
165;0.0021897019892571936;0.21567088358892902;0.027774443443459893;0.754364970978354
166;0.032326025482837556;0.6350001345580388;0.0128568632432995;0.3198169767158236
167;0.7205740499940485;0.23605498035536385;0.0027143195749105105;0.04065665007567729
168;0.7017740271036527;0.2523275419014535;0.0024820989983068624;0.043416331996586136
169;0.9188307803976032;0.04929414157829184;0.03179116792188569;8.391010222145698e-05
170;0.9222614562940832;0.051670044628118764;0.026068499077755814;4.3345802940277207e-14
171;0.905440441616247;0.08399134863768491;0.010024239411433369;0.0005439703346339779
