;location0;location1;location2;location3;location4;location5;location6;location7;location8;location9;location10;location11;location12;location13;location14;location15;location16;location17;location18;location19;location20;location21;location22;location23;location24;location25;location26;location27;location28;location29;location30;location31;location32;location33;location34;location35;location36;location37;location38;location39;location40;location41;location42;location43;location44;location45;location46;location47;location48;location49;location50;location51;location52;location53;location54;location55;location56;location57;location58;location59;location60;location61;location62;location63;location64;location65;location66;location67;location68;location69;location70;location71;location72;location73;location74;location75;location76;location77;location78;location79;location80;location81;location82;location83;location84;location85;location86;location87;location88;location89;location90;location91;location92;location93;location94;location95;location96;location97;location98;location99;location100;location101;location102;location103;location104;location105;location106;location107;location108;location109;location110;location111;location112;location113;location114;location115;location116;location117;location118;location119;location120;location121;location122;location123;location124;location125;location126;location127;location128;location129;location130;location131;location132;location133;location134;location135;location136;location137;location138;location139;location140;location141;location142;location143;location144;location145;location146;location147;location148;location149
1543;5.3868627842877715e-11;1.7514722885156417e-11;1.5481408126808058e-09;4.1956580957951786e-10;4.421891026114921e-10;1.9443521552125214e-10;1.167388673786014e-09;1.0082773158131044e-09;2.560036812904345e-09;1.4165429818018793e-13;6.82012481873334e-12;4.973880485570962e-12;1.6469773518943377e-10;2.5482892773290527e-11;4.59893450886188e-12;4.8603838049775e-12;4.739020550224059e-10;1.3919575029350365e-10;4.508241186565308e-10;6.23312251562364e-11;7.560041957074759e-09;2.528216779243713e-09;1.8955272588480173e-10;3.1528334709773525e-11;1.0300111097710884e-10;1.0294103054291902e-10;2.2946138198860438e-10;2.9623444975356087e-12;7.026592617302251e-13;4.0237142628089006e-14;8.280816576813681e-14;5.065621532848983e-12;7.1541720183706534e-12;1.6982130745242674e-12;6.568300560346697e-12;5.1341563011766026e-14;9.92536920170927e-16;4.75642681567749e-11;1.6563487529392382e-11;3.3089657210137526e-11;1.385091803457299e-10;6.533563549689763e-11;3.06237473654728e-11;5.613880620222781e-11;4.6535262794728633e-14;6.596656746325212e-12;5.735944093652855e-13;2.309636260985212e-14;2.678746200541809e-13;7.998852849906802e-13;1.1923531706756035e-15;3.9957449214966833e-16;1.7335869880584853e-16;1.2090214753181531e-15;6.897576268905011e-17;2.7453129479592367e-16;1.4477182394024069e-16;8.647385907826622e-16;4.646355328159205e-17;2.4264275889072506e-17;4.216607864706827e-16;8.218025115003803e-17;1.6788382497827137e-16;3.002011020872944e-16;2.8611840755114715e-15;9.54468249961575e-18;5.675533146301053e-20;4.844361685528904e-18;1.2741198187615516e-16;1.2749364039913396e-19;3.334537704998062e-18;1.2694778901538594e-13;8.954877134384102e-14;9.424479705631204e-12;1.0057613484529103e-11;5.488234604173573e-11;3.39338972411226e-10;3.0189592209057994e-16;7.089948251931772e-18;1.791567327660967e-14;3.939995421420845e-11;1.318923115090787e-10;5.108693356673025e-10;2.5934743800574297e-09;1.0839822690925833e-09;0.999989992017704;1.3880336230202515e-09;4.2634587668969493e-10;2.0376644348250916e-08;3.334849622855006e-07;2.674067335044882e-19;3.80395889428485e-20;2.3206893026498363e-19;8.833525408056611e-21;3.2459648123749915e-21;3.3049451225742745e-21;3.54529385089728e-20;2.1430986430286825e-18;1.2881449030936344e-18;1.6084208135138166e-20;1.6724174683708063e-18;4.0964136769347476e-19;1.8100472666220554e-17;1.1671581819412077e-24;3.090542420358056e-27;9.788348471772302e-30;7.504646075678215e-25;9.68256911641342e-35;1.1049641284851246e-32;6.720220317464009e-23;1.1665770631594098e-25;3.0623389266463437e-22;2.2347288582032344e-24;8.7375212527104e-18;5.685739530765366e-18;1.8392095327662586e-21;1.0571295943606755e-19;1.1416133819521128e-22;7.942306371414275e-20;8.453568439844014e-20;2.656621082605118e-18;4.558593450079204e-19;5.197180214179605e-20;3.6500272271380784e-17;8.17505360979839e-18;8.040638386555172e-17;9.041458105799889e-20;2.2074153870313342e-19;8.604412133168772e-10;9.593303019152203e-06;1.3004035436608145e-10;4.870456234851846e-13;3.7691623025633587e-14;2.9559752740429743e-08;2.3360920865702386e-09;1.1924683259054532e-09;2.1906014406705092e-10;5.117136237934858e-12;4.6864191467233975e-12;1.3684252800545499e-12;4.830858388264243e-12;8.959055438883905e-13;1.01312984785087e-16;3.5500976396166146e-17;1.3927682213379613e-26;5.418512582873294e-29;3.808422500478422e-34;1.2983842589395575e-33;1.3916559274023123e-36;8.194282291180288e-31
1544;9.293582494086442e-11;3.02169423117736e-11;2.6709004723633933e-09;7.23847927665554e-10;7.628783333951713e-10;3.3544565502444685e-10;2.0140150913324013e-09;1.739511249248202e-09;4.416654788018779e-09;2.443863819251802e-13;1.176629054070947e-11;8.581092643237277e-12;2.841416330552758e-10;4.396387575850367e-11;7.934224233012451e-12;8.385284655148813e-12;8.175905009709812e-10;2.4014481897555436e-10;7.777757304824755e-10;1.0753575989286073e-10;1.3042818501291695e-08;4.361757880554909e-09;3.270222327042759e-10;5.439365940062418e-11;1.7770070636296654e-10;1.7759705373734945e-10;3.958738820929742e-10;5.110728464079568e-12;1.2122495180628816e-12;6.941836451286325e-14;1.4286321195981847e-13;8.739367139008547e-12;1.2342599114189817e-11;2.929809785885263e-12;1.1331835531728155e-11;8.857605443690008e-14;1.7123554312428104e-15;8.205934837901816e-11;2.857584161845942e-11;5.7087301328784686e-11;2.3896032724017624e-10;1.1271906165218286e-10;5.283303730126756e-11;9.685240694856877e-11;8.028407646250817e-14;1.1380756501903492e-11;9.895828379240806e-13;3.9846560015241774e-14;4.62145589972503e-13;1.3799868642560142e-12;2.057084614458805e-15;6.893582877508904e-16;2.990837956962466e-16;2.08584128980684e-15;1.1899912181037055e-16;4.73629891378719e-16;2.497648339089568e-16;1.4918737957646394e-15;8.016036098976837e-17;4.1861480172114636e-17;7.274622466747643e-16;1.417799142156171e-16;2.8963837382477766e-16;5.179162378521232e-16;4.936203371300026e-15;1.6466781824993087e-17;9.79160554208284e-20;8.357642798508141e-18;2.1981509678599412e-16;2.1995597659861515e-19;5.752847711553231e-18;2.1901425688762148e-13;1.544923134399271e-13;1.6259404242409565e-11;1.735170624444727e-11;9.46847229700329e-11;5.854381037439414e-10;5.208401938064319e-16;1.2231798283468571e-17;3.0908674343611544e-14;6.797402113545537e-11;2.2754470021412247e-10;8.813675983304195e-10;4.474342314355052e-09;1.870119779052602e-09;0.9999831516014922;2.394678590613081e-09;7.355451094069704e-10;3.51544178469672e-08;1.5765610957583808e-07;4.613383776076164e-19;6.562707684195218e-20;4.003725051291096e-19;1.523987158775142e-20;5.600039014303193e-21;5.701793671942224e-21;6.116450741087109e-20;3.697340145742146e-18;2.2223474776739484e-18;2.7748973965322094e-20;2.8853064073192817e-18;7.067259731868424e-19;3.1227495973375945e-17;2.0136174396640087e-24;5.331899490524874e-27;1.688716190592734e-29;1.2947247811224597e-24;1.670466808632092e-34;1.906318332636165e-32;1.1593932201309256e-22;2.0126148755456942e-25;5.283241949776749e-22;3.8554234305364615e-24;1.5074242245922245e-17;9.809213912628494e-18;3.1730612419772914e-21;1.8237927130401507e-19;1.9695467596596473e-22;1.3702312906751638e-19;1.4584358059805827e-19;4.583284961097086e-18;7.864626589131678e-19;8.966336250107044e-20;6.297140005127181e-17;1.410385565005349e-17;1.3871958344386913e-16;1.5598603517091103e-19;3.808301384235777e-19;1.484459827080886e-09;1.655066345096218e-05;2.2434964640021314e-10;8.402661923087656e-13;6.502675526587484e-14;5.099740082469993e-08;4.0302984110989435e-09;2.0572832838274978e-09;3.7792934432853085e-10;8.828241903513477e-12;8.085155439447195e-12;2.3608496701038063e-12;8.334346491901382e-12;1.5456439884308213e-12;1.7478829877914551e-16;6.124738386147888e-17;2.4028468662503622e-26;9.348185706727228e-29;6.5704084358277956e-34;2.2400127314684593e-33;2.4009279023074542e-36;1.4137029566641458e-30
2775;1.691933160863233e-07;3.6804197208235126e-08;1.102725508937995e-06;3.089087850022634e-06;2.5585554688569083e-06;1.0461693739510842e-06;2.1210638475347992e-09;6.126835312239633e-08;2.4214972355610842e-09;1.1362199741292422e-05;0.00012726538181302274;0.0003151756270327177;5.534964077825047e-06;2.3648368599967674e-06;2.2016016772592365e-07;6.682195679290793e-06;3.001752287946703e-07;6.517941001142724e-07;2.2594634831059434e-09;3.543145785527341e-08;2.414681331049934e-09;4.5422989249544144e-10;0.00010024630814505194;5.496256056101241e-06;0.00010792148901851282;1.9116147426101447e-07;6.477413611845781e-07;1.3688233753288917e-05;1.692213170722987e-06;2.5905312729494493e-06;3.8044653332685608e-06;3.901417587436593e-06;6.335952981497165e-06;8.899659599818802e-06;3.4421852012157124e-05;3.1278277080314936e-06;0.00017614472488147596;0.003007571118035071;0.0017089262422703368;2.1715213787291936e-07;0.004208518633791246;0.0011730759782596664;1.7373086129923324e-05;3.7194950094496124e-06;0.0005408019638560913;0.0025846977590975036;1.225594396169634e-05;0.009768315209891314;0.022222251214623994;0.0020845118373605397;0.6732473351750705;0.001834471904341492;0.026973013323368558;0.11429558461594116;0.015892410433708728;0.040631717697212126;0.07360200718393571;3.925542112815601e-06;3.34607769598935e-07;1.1225487801837993e-06;3.3821105058222514e-06;5.351875447495972e-06;0.0005990612036890876;0.00047094582364927824;3.186556960324492e-05;0.0001901707575339253;3.557963491587235e-08;5.475331531112536e-06;1.1360067510682931e-05;7.992512883926995e-08;2.070383406288984e-06;1.2789156070245417e-07;2.739091421349766e-06;0.00046716905149326205;6.775231686227368e-08;8.989547192002609e-06;6.084129082114083e-07;7.236252872415922e-07;6.167811196407132e-12;7.07679723322074e-07;3.0829726274369818e-09;2.900150464808948e-08;1.0251019789032878e-10;6.233881684752163e-10;1.7204691557625499e-10;2.5470176333962984e-17;2.439489228222583e-10;1.6862681438849946e-12;5.264194074335632e-12;9.620569956051401e-14;6.022996841558975e-05;1.5252819525891034e-06;5.144262017761558e-05;1.989639338369992e-06;7.311123230342254e-07;7.443968883624387e-07;1.0732860180766572e-07;3.0474922164848e-05;2.0445293554783592e-05;4.869259482936714e-08;5.063000023919695e-06;1.240129509321032e-06;0.0006403007563401901;5.345746920411271e-16;9.356166533850452e-15;2.963279772184972e-17;1.434616521660451e-11;1.850956525657399e-21;2.1122912107800493e-19;1.2846627275172246e-09;2.230072826515468e-12;5.854082890502948e-09;4.2719921886790674e-11;0.0001740886651456048;8.341260307052014e-05;3.5159024901296616e-08;2.1062527305564175e-06;2.182351309550872e-09;2.606039522515505e-06;1.68431114825945e-06;5.078497318146175e-05;8.714379616397477e-06;9.935126221971797e-07;0.0005757717843665174;0.00015036202023975965;0.0015671146476906005;1.7283993205914182e-06;4.219778724363676e-06;1.2855540343540948e-10;2.0904916954680003e-12;9.185090856426732e-12;2.283690805080862e-11;1.2866870167966103e-09;2.230884370676338e-09;3.966113932330723e-09;1.245571312352617e-08;2.833705967775845e-09;3.876042948375289e-08;6.35476345331039e-08;8.10073444431299e-12;3.083946135518337e-11;6.944012755728492e-12;4.750428309639507e-15;1.6645925855400881e-15;2.6624683976113884e-13;1.035823354736038e-15;7.280324462411067e-21;2.4820404460849953e-20;2.660342094463954e-23;1.5664499883846353e-17
2978;0.000177278921231085;3.887607870004967e-05;0.0011492095716125483;0.003721420228500891;0.003012679254670231;0.001238711788076821;1.0399255868034274e-05;5.214598528836165e-05;4.950008332393702e-06;7.886310761164272e-05;0.0032540640560276947;0.002494739254113483;0.007221173255308756;0.0031160433584581718;0.00028999431064795844;3.369583832084072e-05;0.0002863953858715361;0.0007662223567312399;5.021033102275219e-06;5.838527661501256e-05;1.0270765043336277e-05;1.8280419501264915e-06;0.0454276100104798;0.0021634383579722323;0.0371463697495971;0.00047004417314223924;0.002825372265411977;0.0015028483282016232;0.0001173861451946838;6.995196390183588e-05;0.00017134397581850558;0.0005170397205833189;0.000525572196221517;0.001023929025243779;0.0030356347851917902;0.00010765872448762625;2.396645076817081e-06;0.1939520261397781;0.11974554855313062;0.00027573896146550176;0.3421988632906696;0.13910575960648638;0.012716287535147579;0.0054075201871943875;0.0020362308627422843;0.06117089658850396;0.0002807277078649028;6.422720888833001e-05;0.00012229406913379564;0.0004648576513149807;0.00018132713824846124;6.128644335649833e-08;1.246155740988861e-08;1.4545083071367914e-07;7.58397454331383e-09;4.2245506368634854e-07;4.237179636010847e-06;9.412502752697037e-07;3.152399579252895e-08;1.3059710875863812e-08;3.593259003499337e-07;8.347345796998808e-08;2.327792607018306e-07;4.4339600217319327e-07;3.2270138982076798e-06;6.5916087729527935e-09;6.343811830250135e-12;1.9842669020945467e-09;6.596952093787282e-08;2.400314407429162e-11;1.0323041834092057e-09;3.04550587566955e-09;8.300460391883263e-09;1.1266990580673523e-05;4.017128650786523e-06;3.4594398069264374e-05;4.290940052320659e-05;4.7347308091742886e-11;4.477222289852799e-15;1.7525889985697678e-10;3.1833897213132707e-07;1.4968955036985217e-06;9.277002959138132e-09;5.60265788499713e-07;1.328544558864906e-07;3.6500233335199915e-16;3.862099540613425e-11;5.604709917506529e-10;1.5490045156220536e-09;1.9643297185940206e-13;3.5744086729655238e-12;4.3029425349133636e-13;2.8102933458798562e-12;8.728878352105083e-14;2.5461696208791937e-14;2.585178896267093e-14;5.157884977780166e-13;7.557619314654655e-11;3.52869037658592e-11;2.249637420723331e-13;3.8550123775104545e-11;7.52962359538544e-12;1.0150650994553032e-09;3.5606523428701636e-23;1.54794259453068e-21;1.669330572496328e-24;7.530517811411002e-18;3.8996422142114055e-30;1.56957500707302e-27;2.2065204537868204e-15;9.707693752258973e-19;7.76592607920687e-15;3.16841523882883e-17;5.582422851953163e-09;3.0505628210705467e-09;1.5636420107431345e-13;2.1597382851384815e-11;6.632924813582989e-15;2.4729700286917272e-11;2.033038263220666e-11;1.1609095894107497e-09;1.3371587286986065e-10;1.5659974401380172e-11;2.991863677621906e-08;6.0966337084966386e-09;7.734303986909722e-08;2.4364656139206215e-11;7.402639506413067e-11;3.3031409762660095e-10;3.0513465597359294e-10;2.2232773917676997e-11;5.335809190650888e-11;1.0328566091482124e-08;1.883621206809554e-06;4.964433104636873e-06;4.2427019925427665e-06;3.551663593608273e-07;1.890350445821603e-05;1.263297292782684e-05;8.520954603871331e-12;8.139070503323923e-11;1.0277665235557567e-11;1.5954125229837754e-15;5.706166212115587e-16;4.78722093121936e-20;1.027419204971915e-22;2.6608653705122526e-29;1.3205719763316339e-28;2.2323036123169155e-32;3.4978501387857606e-25
3106;7.925879994522376e-05;3.3478685302013135e-05;0.002079224726385505;0.0009978769044850723;0.0011225460904752205;0.0005267814177900879;0.00015834974720422114;0.00023241290301403362;0.00014618521498445814;1.7840255014201693e-05;0.00032203270953230176;0.00020465876096870627;0.0005240307349591509;0.00017335029343709007;1.9376628658829674e-05;8.942696106190783e-06;0.00016957619178671786;0.00012668354323817872;0.0003631642102492494;0.00014314828064494652;0.00024624902578015116;0.00015136008512948675;0.002690166404014747;0.0008970686136117616;0.0025157998013051078;0.0003064857887952771;0.0009493251201042359;0.0010261149046636897;0.00031904191975658334;0.00023287037207194157;0.0003380608557679405;0.0031780368769010947;0.002208885744600142;0.0005885936200331503;0.0021922026971331826;0.0001202003815961793;1.765597949832997e-05;0.0017710013918070604;0.0007841395709930062;6.940159074479126e-05;0.0023662310524275774;0.0011954791396092072;0.00033763210201594044;0.0003372067284937069;0.00011349224662262971;0.0005726081062065952;2.6642353226144674e-05;0.00026987596787152727;7.755411680052397e-05;0.00011895311426204003;0.00016664610024036479;2.0416530289231212e-06;2.4161515986983868e-05;3.942632788268949e-05;4.238710452093791e-06;3.466690146197671e-05;8.54818023018998e-06;4.02703761149054e-05;1.3477493627349574e-05;1.613962919975615e-05;5.009611044147256e-05;5.733061826376722e-06;2.373867877689034e-05;4.020171642571475e-05;7.246210783536024e-05;1.6103734105120918e-05;7.698776468735117e-06;3.4979236239956384e-06;7.383085163649734e-05;3.045338857846786e-06;1.2980303865365727e-05;2.1823805680793334e-06;3.7337074149585668e-06;5.665086106420589e-05;1.1849429284168911e-05;1.6598246245735428e-05;6.09619263692461e-05;3.314205387851548e-07;1.0329810559244592e-07;4.548434469345701e-06;3.486645249508717e-05;1.9240183904209527e-05;4.383250003067717e-05;0.00013785260159459285;5.0373707742423065e-05;1.1943896533841138e-05;0.00015714557534831752;3.835299188673745e-05;0.0001547057428579313;8.219147930153268e-05;8.680564958312158e-06;2.3747650394953356e-06;4.2110010055967035e-06;8.495994074068712e-07;3.987739057298717e-07;6.920403448557335e-07;4.3221438686016583e-07;1.1793195933057671e-06;1.3189439505622587e-06;1.8211357254745073e-07;3.1830045871154e-06;2.114611916958161e-06;2.2748428180257484e-06;2.3284629169069436e-09;1.7916079546904482e-09;2.7591332510092473e-10;2.407771767994089e-07;2.2465475850596856e-10;7.207329145037625e-10;6.091892479410683e-07;7.646840333057749e-08;5.3010452926386824e-06;2.589899490233125e-07;1.8138347321412365e-05;2.5850601250901824e-05;8.400566348991418e-07;1.0707634175616398e-05;1.4887240702165485e-07;1.3943772688550652e-06;4.486581197505324e-06;9.584435070776821e-06;7.895345284157948e-06;8.193503001546147e-07;2.6060701305023248e-05;9.166838061334271e-06;3.549852235986645e-05;1.600824845836297e-06;2.077864458118689e-06;0.01671013028806796;0.0068830684814606274;0.0009189130561716567;0.016230148922420806;0.0009652310491047092;0.004697062589700573;0.0010295161884153082;0.008338017645542062;0.0035148178186385033;0.003908099743734571;0.005504662303855872;0.6750030298050664;0.038520499289903025;0.1022511631524898;0.06104385704296555;0.019279334673192584;6.479375261521193e-08;1.9459066389985236e-09;2.0098290949550164e-10;2.489519281565019e-10;3.720697513035374e-11;1.9697307378441903e-09
3112;1.616120033310692e-11;5.5995565357047464e-11;3.4014325814187647e-09;1.5914664511071788e-09;1.6772794774594192e-09;7.375174891537954e-10;1.5174661149894248e-10;1.0865057651758837e-10;1.7324042398701052e-10;2.180574530049728e-12;1.0498651055806674e-10;7.656609959375082e-11;2.0793843282392843e-10;8.117811924883726e-11;1.16631566218461e-11;1.2822072446493574e-12;2.5782640569778872e-11;1.5075778634773048e-11;2.4499852252731027e-08;9.05225610470037e-10;1.727527958493329e-10;2.114797471853155e-09;9.258616562879945e-09;9.969299707922327e-09;9.96748612698698e-09;1.5846366272163742e-09;3.53224470857837e-09;1.2153835898724113e-08;3.5713328657564746e-09;1.7090727908068376e-10;3.517277165504988e-10;6.1152201032337e-08;3.6361763158957484e-08;7.21316069952685e-09;2.7898859204016768e-08;2.1807330901188081e-10;4.703280185141514e-12;3.2142901804477637e-09;1.1193245977045703e-09;1.256539960783308e-10;2.13215973479157e-09;1.0057529104264971e-09;4.714107822897418e-10;5.056721824647421e-10;2.2051409369749808e-10;4.746160818873573e-10;8.829702844948872e-12;1.0944546485288755e-10;4.1235640657643614e-12;3.688340239635016e-11;5.650138475819702e-12;6.150903796302722e-15;3.162997040375781e-14;2.371541106216379e-13;2.255000311283238e-14;1.300906367082626e-12;8.962293680801735e-14;3.672977503217699e-12;1.9735396077140909e-13;1.0306252134736898e-13;1.7910043557720312e-12;3.4906064896406973e-13;7.955418598333953e-13;1.4225464728926205e-12;1.215288048195765e-11;4.522886268671987e-14;2.4106829263006694e-16;1.3022139744107761e-15;5.411824429483782e-13;5.41529287556744e-16;1.4163450208697114e-14;5.45677832204305e-16;3.849202873280665e-16;6.348407042912228e-13;4.323207805313886e-14;2.106211091003765e-13;1.302275793310335e-12;1.2976824062507461e-18;3.047573827446269e-20;7.700949998330275e-17;1.693584565064959e-13;5.061610323787782e-13;2.1959427083270935e-12;4.459886595332374e-11;4.659435972332232e-12;6.00745625447281e-15;5.966383379426712e-12;1.832623439649489e-12;8.75878438040663e-11;7.409000286951792e-14;4.354332227815794e-16;6.194197352324115e-17;2.5597715375002147e-17;1.4435293466995275e-17;3.391413501971424e-19;5.4007715530157876e-18;5.457495869962903e-19;3.299007779084848e-17;1.982923217145424e-17;2.475944256268782e-19;2.5744583694176296e-17;6.305869601718053e-18;2.786320654218098e-16;5.0169628908150496e-27;4.75746812659256e-26;1.5067826139414145e-28;3.55618541405596e-21;4.588225842384525e-31;5.236032821732503e-29;3.1844738887367306e-19;5.527994650973311e-22;1.451133726229888e-18;1.0589586890270748e-20;4.140401202209133e-14;2.6942701605820354e-14;8.715361188068905e-18;5.009361942351903e-16;5.409700626051622e-19;3.7635770943981053e-16;4.0058460424837047e-16;1.258878440017566e-14;2.1601556385612147e-15;2.462759240810078e-16;1.7296183531056548e-13;3.8738677498076185e-14;3.810173146290743e-13;4.284426089305964e-16;1.0460158044713637e-15;6.521740805345292e-05;1.1256177314132178e-07;3.5546692467057254e-07;0.000995450556717251;4.90141710816496e-07;8.868276700526385e-08;5.241611405850921e-08;5.2654170685966205e-06;3.1969134011352462e-06;1.0065431051694794e-06;1.602401591419677e-06;0.9340689447452959;0.0038202329498095195;0.052033933540675946;0.007378703332357147;0.0016251177734450213;6.59983426791402e-23;2.5676407946194673e-25;1.804676251243343e-30;6.1525821696569994e-30;6.594563501737415e-33;3.8829795394336986e-27
3394;6.8580716482330705e-06;1.4164902088826938e-06;3.4174667889789973e-07;9.601074376951791e-05;7.082416665577535e-05;3.168042279754701e-05;1.0311072819644867e-08;6.345722397532738e-09;1.2046010942018515e-08;2.3832879330269462e-05;0.0002624452791515367;7.519509824847137e-05;0.0002631109297753673;0.00011353626845354388;1.056624318604424e-05;1.3311656038405459e-06;1.0435112632789659e-05;2.791810548874713e-05;1.622742968260579e-08;1.1740473582995851e-07;1.06252177987634e-08;2.0101332691789255e-09;0.0034951668853551703;0.00015125293542242623;0.0037002840854957766;1.3874968857454718e-05;8.527485547471073e-05;0.9387509391648413;4.410887595121985e-05;9.925203952963647e-05;0.00015559201819555574;7.459090723862242e-05;0.00013875857999192873;0.0002664049689118938;0.0010456083656891295;9.857387730051131e-05;5.9576769791058175e-05;0.009148976494264435;0.004789693676222991;7.863251108019168e-06;0.012930391935911388;0.004805733672131928;0.00046333111232359507;7.168413656415059e-05;0.005529645572782232;0.010387639242128552;2.635557724939923e-05;0.001596585858822309;0.00026949286670114724;0.0006611823271430061;4.3300234941968416e-05;2.295295464334168e-08;5.520897999200524e-08;6.674748994517872e-07;5.922170177389061e-08;1.0501558332422779e-05;3.2940033762043633e-06;2.2879573085799233e-06;1.0650840836731914e-08;3.947590843864922e-10;1.2140348572339282e-07;2.0160254871799988e-07;5.786520733134076e-06;1.1022116625975533e-05;4.8266979526368005e-05;1.6385686901143813e-07;4.364967535736214e-12;2.62677625465786e-09;4.633982095513574e-09;1.651577118669852e-11;7.024111566404232e-10;2.1476911787180856e-11;5.853485854473163e-11;4.2197052007217735e-06;2.502074043500705e-11;1.488243664687411e-06;8.356493810522235e-07;6.999583793454014e-13;1.3753078852429698e-16;4.946882548817142e-13;2.0950471577597803e-15;8.984213534384963e-11;3.5185495154495955e-11;2.12495665607918e-09;5.038857737177675e-10;1.3843681939204337e-18;1.4648037223980415e-13;2.1257349438541196e-12;5.875010616982192e-12;7.450241645912248e-16;2.856257434496089e-10;3.438418135707754e-11;9.650028916274674e-12;7.002888850229311e-12;8.261406961811393e-14;2.0740030664020957e-12;2.231220454316719e-16;8.412666334662234e-15;1.5188524189651722e-15;9.683103003120744e-18;1.6593110332302649e-15;5.821130857697269e-16;1.8224552345647544e-09;1.532609791991627e-27;6.662801502003222e-26;7.185291163294382e-29;1.8719664851407079e-16;9.693887873130698e-29;3.9017128472928505e-26;5.485057524208142e-14;2.4131776602004186e-17;1.9304852216572167e-13;7.876174370252677e-16;1.3877011842272645e-07;7.583212077670151e-08;3.886964365762026e-12;5.368764522843402e-10;1.6488391981053833e-13;6.147408622357142e-10;5.053808499052643e-10;2.885835872218887e-08;3.323963090086703e-09;3.8928195871369007e-10;7.437295379782772e-07;1.5155257925545065e-07;1.9226244744346495e-06;6.056664476041464e-10;1.8401779804019647e-09;2.680330174314681e-10;1.157304142999314e-12;1.8040760360652145e-11;4.3297365994515973e-11;8.3811037891873e-09;9.487873185176187e-09;2.6133934618969508e-08;8.573403311862569e-08;1.9735114439606617e-08;3.3892923237689853e-07;6.105342368209776e-07;6.914319401692558e-12;6.604439961141025e-11;8.339800344673902e-12;1.2945957670468033e-15;4.630262404142831e-16;1.1900266840385575e-18;2.554000091445176e-21;6.614486440125409e-28;3.282731072175118e-27;5.549150339414107e-31;8.695096929363158e-24
4050;3.195850458916155e-06;3.1341107637333775e-07;1.339354293771258e-05;1.2838374406136363e-05;1.4806991512603502e-05;8.347382937222894e-06;2.015953861152592e-08;1.0274250470074628e-05;2.310074769354349e-08;4.9751569530396834e-05;0.0001891639206558069;5.419872532958135e-05;0.00016046771605384913;1.3538720301464506e-05;1.3132012419981611e-06;9.441930487596641e-06;0.00010473490796056938;0.00015876699111344594;1.6513962010251213e-11;1.0332945508893316e-12;3.181505414924346e-10;1.1526656421814618e-10;2.398846339072571e-07;3.337608433092867e-13;1.9615479014436568e-07;1.6321777088265966e-12;3.2445591196150853e-12;7.935927532740835e-09;4.376598364514003e-15;3.6938771922657737e-10;9.047974767317536e-10;2.754802244771005e-14;4.6435459546985555e-14;5.406950515577567e-09;1.6029946082434998e-08;5.685017042428367e-10;1.2655702704264424e-11;1.4159526738118064e-06;5.711921273442944e-06;1.0621852758410759e-08;1.8102962485939204e-06;1.103366874531795e-06;4.203622230355829e-07;4.072460073865887e-06;9.94960443985502e-08;3.230184931702728e-07;1.8996433617556885e-05;3.391576287528157e-10;0.00013341170498069651;1.816873426694688e-05;7.815004718876732e-06;7.153660426755566e-06;1.3189639563436458e-06;6.770769276385792e-06;6.965783287485749e-07;1.6681759078873257e-14;7.527348472020204e-07;4.970357842864503e-12;1.6646533216782215e-13;6.896299324724587e-14;1.897453157649155e-12;4.4078920069720393e-13;1.2292120963832196e-12;2.341392990578221e-12;1.7040540926687566e-11;3.480759073600571e-14;8.856398461345207e-21;1.4524447846811964e-20;3.483580662854187e-13;2.349133132648322e-20;3.9450866232578543e-20;0.03957970096360762;0.9380454661440194;0.007237224196492718;2.8181503904299018e-05;0.00010732707282808854;2.4030189772935226e-05;0.0008416480647496311;1.512997045105489e-06;0.012591002140284102;0.0005015804490188563;2.1471710490531757e-06;7.748168098143662e-06;5.5392414158043514e-08;2.2856976213273244e-08;1.6178892943930558e-16;1.7072413809111335e-05;6.050939897990665e-08;1.2468166792987546e-08;8.860744244602936e-10;4.867585839457401e-11;5.859694306741396e-12;3.827022969865676e-11;1.1886879355012904e-12;3.4673425244253854e-13;3.520464876640388e-13;7.02394442730666e-12;1.0291873180103334e-09;3.1395836636874113e-09;3.0635286154734485e-12;5.249708518677812e-10;1.0253748953371568e-10;9.031344390471833e-08;6.0398005646657714e-15;2.107969217515109e-20;2.273273875344212e-23;3.306094148970939e-20;1.7120448593783372e-32;6.89084453049365e-30;9.687201523904755e-18;4.2619312931856175e-21;3.409444531543516e-17;1.3910171046577342e-19;2.94784925257434e-14;5.022852424722417e-16;6.988909473575692e-16;2.9627249871057353e-17;2.964675465910113e-17;9.86775705392986e-17;7.295591542931519e-17;2.5919118232986568e-14;3.560708839071655e-15;4.144647022108769e-16;1.0625529097973141e-16;2.4273956615727832e-17;4.0841696932752833e-13;1.024218415308583e-13;1.6611258687252975e-14;6.92020343419546e-13;1.3525231159875825e-10;1.1317332528182896e-13;9.240971946125651e-17;5.806861521735579e-18;5.132715767701897e-11;8.952491979258185e-11;1.4583374516067262e-12;2.5867752213163344e-13;3.678905425783118e-14;3.267525050788723e-14;2.1089327698896194e-16;1.848075919349847e-15;1.7145151287053845e-16;2.7630602670768645e-21;9.882385220686534e-22;2.1397131497123854e-22;4.592189110824083e-25;1.1893097696347146e-31;5.902475075823638e-31;9.977582948543655e-35;1.5634114333170354e-27
