#id;year;areatype;size;hhtype;notcontainedchildren;cars;weight;personnumber;gender;birthyear;employmenttype;commuterticket;hhincome;bicycle;caravailable;personalcar;incomeperson;license;age;distance_work;distance_education;activitypattern
1;2006;4;1;2;0;1;54.8164698668902;1;2;1972;1;0;1750;0;1;1;1750;1;39;7.75;0;-1;7;480;-1;30;1;550;510;30;7;350;1090;
2;1977;4;1;2;0;1;55.0672563747576;1;2;1939;1;0;500;0;1;1;500;1;73;0.96;0;-1;7;570;-1;10;1;470;580;15;7;375;1065;
3;2004;4;3;9;1;2;55.7335179441409;1;1;1948;1;0;600;0;1;1;500;1;63;10.0;0;-1;7;430;-1;10;8;0;440;15;8;0;455;5;1;380;460;5;8;5;845;20;8;0;870;10;7;45;880;5;3;5;930;5;7;205;940;10;4;75;1155;10;7;200;1240;
3;2004;4;3;9;1;2;55.7335179441409;2;2;1970;1;0;600;0;1;1;100;1;42;8.46;0;-1;7;520;-1;5;3;0;525;10;7;0;535;20;1;15;555;30;1;45;600;30;1;46;675;8;1;80;729;33;1;118;842;15;7;465;975;
5;2005;4;3;9;1;2;64.8692643428211;1;1;1965;1;0;4250;4;1;1;2500;1;46;10.0;0;-1;7;690;-1;30;5;120;720;20;5;40;860;20;4;20;920;20;5;0;960;20;4;5;980;10;7;445;995;
5;2005;4;3;9;1;2;64.8692643428211;2;2;1976;42;0;4250;4;1;1;1750;1;36;0.0;5;-1;7;570;-1;2;4;8;572;3;7;107;583;30;5;120;720;20;5;40;860;20;4;20;920;20;5;0;960;20;4;5;980;10;7;445;995;
6;1990;4;3;9;0;2;55.7335179441409;1;1;1958;1;0;2350;3;1;1;1125;1;53;7.34;0;-1;7;490;-1;17;1;253;507;5;4;30;765;20;7;205;815;15;5;0;1035;15;7;390;1050;
6;1990;4;3;9;0;2;55.7335179441409;2;2;1959;2;0;2350;3;1;1;1125;1;53;5.34;0;-1;7;500;-1;10;1;480;510;15;7;435;1005;
6;1990;4;3;9;0;2;55.7335179441409;3;1;1994;5;0;2350;3;1;0;100;1;18;0.0;14.790000000000001;-1;7;600;-1;10;8;7;610;13;8;0;630;8;8;0;638;12;3;265;650;12;8;0;927;13;8;3;940;16;8;0;959;31;7;450;990;
7;1995;4;5;12;0;3;55.8130269908593;1;1;1952;1;0;3875;4;1;1;2500;1;59;13.02;0;-1;7;480;-1;10;8;8;490;22;8;0;520;15;1;200;535;30;8;0;765;15;1;315;780;15;8;10;1110;30;8;0;1150;10;7;280;1160;
7;1995;4;5;12;0;3;55.8130269908593;2;2;1961;3;0;3875;4;1;1;0;1;51;0.0;0;-1;7;570;-1;10;6;30;580;10;7;820;620;
